https://www.theguardian.com/society/2016/nov/02/cancer-deaths-women-rise-warning-lancet,280
https://www.theguardian.com/commentisfree/2016/nov/01/facebook-target-mental-health-data-online,270
https://www.theguardian.com/society/2016/oct/27/test-cholesterol-of-one-year-olds-to-prevent-early-heart-attacks-study-suggests,251
https://www.theguardian.com/society/2016/oct/28/ive-gone-from-refrigerator-mother-to-super-parent,249
https://www.theguardian.com/us-news/2016/oct/31/children-opioid-overdose-oxycontin-fda,224
https://www.theguardian.com/society/2016/oct/31/hospital-trust-cancels-operations-after-computer-virus-hits-it-system,214
https://www.theguardian.com/film/2016/nov/02/val-kilmer-denies-he-has-cancer-after-michael-douglas-claims,212
https://www.theguardian.com/education/2016/nov/01/children-at-risk-of-falling-behind-due-to-nursery-teacher-shortage-england-report,184
https://www.theguardian.com/commentisfree/2016/oct/26/football-headgear-heading-brain-jeff-astle-children,175
https://www.theguardian.com/education/2016/oct/27/patients-must-understand-options-royal-college-surgeons,173
https://www.theguardian.com/global-development/2016/oct/07/hurricane-matthew-haiti-needs-vaccines-to-stop-deadly-cholera-spreading,167
https://www.theguardian.com/society/2016/nov/03/uk-regulator-approves-drug-that-could-extend-lives-of-breast-cancer-patients,156
https://www.theguardian.com/world/2016/nov/02/northern-ireland-nhs-abortions-supreme-court-law,154
https://www.theguardian.com/society/2015/apr/21/no-link-between-mmr-and-autism-major-study-concludes,148
https://www.theguardian.com/global-development/2016/oct/25/united-nations-expert-special-rapporteur-calls-actions-over-haiti-cholera-outbreak-2010-a-disgrace,146
https://www.theguardian.com/stage/theatreblog/2016/nov/01/children-storm-the-stage-with-awkward-questions-for-grownups,146
https://www.theguardian.com/society/2016/nov/02/a-decade-of-deadlock-over-alzheimers-treatment-may-be-drawing-to-a-close,145
https://www.theguardian.com/society/2016/nov/03/catholic-church-apologises-for-role-in-forced-adoptions-over-30-year-period,144
https://www.theguardian.com/society/2016/nov/01/nhs-teaching-trust-special-measures-st-georges-university-hospitals-tooting,141
https://www.theguardian.com/environment/2016/oct/31/300-million-children-live-in-areas-with-extreme-air-pollution-data-reveals,141
https://www.theguardian.com/society/2016/oct/19/hpv-vaccine-two-shots-cancer-preteen-health,138
https://www.theguardian.com/environment/2016/oct/25/study-links-blood-pressure-risk-to-road-noise,131
https://www.theguardian.com/environment/2016/nov/02/high-court-rules-uk-government-plans-to-tackle-air-pollution-are-illegal,129
https://www.theguardian.com/society/2016/oct/26/prince-charles-warned-about-sugar-levels-in-duchy-organic-ice-cream,128
https://www.theguardian.com/australia-news/2016/oct/20/australian-nurses-who-spread-anti-vaccination-messages-face-prosecution,125
https://www.theguardian.com/uk-news/2016/nov/01/ministers-to-review-treatment-of-child-refugees-by-may-2017,122
https://www.theguardian.com/commentisfree/2016/aug/30/diagnosed-autism-male-condition-women-misdiagnosed,122
https://www.theguardian.com/lifeandstyle/2016/oct/22/9-things-i-wish-id-known-before-i-adopted-a-child,120
https://www.theguardian.com/science/2016/oct/25/scientists-find-chink-in-armour-of-aggressive-childhood-cancer,117
https://www.theguardian.com/uk-news/2016/oct/20/woman-died-after-paramedic-told-her-take-paracetamol-chest-pains-carol-wilson,115
https://www.theguardian.com/society/2016/nov/02/alzheimers-treatment-within-reach-after-successful-drug-trial-amyloid-plaques-bace1,115
https://www.theguardian.com/world/2016/oct/27/calais-refugee-children-sleeping-rough-demolition-charities-france,114
https://www.theguardian.com/society/2016/oct/19/doctors-know-too-little-about-effects-of-nutrition-and-exercise,114
https://www.theguardian.com/commentisfree/2016/nov/02/planned-parenthood-cecile-richards-hillary-clinton-women-health,114
https://www.theguardian.com/commentisfree/2016/nov/03/parent-homework-children-family-time,112
https://www.theguardian.com/business/2016/oct/26/nhs-drug-suppliers-investigated-over-prices,112
https://www.theguardian.com/society/2016/oct/25/family-support-at-risk-from-childrens-bill,112
https://www.theguardian.com/commentisfree/2016/oct/26/fetishisation-work-miserable-long-hours-poor-pay,111
https://www.theguardian.com/society/2016/oct/25/autisc-children-therapy-method-potential-breakthrough-care-preschool-autism-communication-trial,111
https://www.theguardian.com/social-care-network/2016/jul/12/liverpool-autism-friendly-city,110
https://www.theguardian.com/science/occams-corner/2016/aug/23/scientists-losing-science-communication-skeptic-cox,110
https://www.theguardian.com/global-development/2016/oct/11/10m-dollar-campaign-targets-cervical-cancer-girls-sub-saharan-africa-international-day-of-the-girl,110
https://www.theguardian.com/society/2016/oct/27/are-you-a-doctor-affected-by-low-morale-in-the-nhs,108
https://www.theguardian.com/education/2016/nov/01/teach-children-about-pornography-before-puberty-says-labour,107
